FG,版次,物料描述,工厂,BOM用途,创建日期,修改日期,component,版次,组件描述,quantity,超领率,UOM,采购类型,优先级,替代组,使用可能性,ICT项目类别,排序字符串,项目文本行 2,策略,与核算成本相关标识,项目文本行1,生产仓储地点
500-5818,1A,"100G Q28 SR4 G3,Avago Vcsel Cisco",1000,1,4/13/21,10/31/22,330-0025,1A,"Label,150*100*0.1,white,bk,ESK outer box",31.250,0,ZPC,F,0,,0,L,,,,X,,5016
500-5818,1A,"100G Q28 SR4 G3,Avago Vcsel Cisco",1000,1,4/13/21,10/31/22,330-0194,1A,"Label,60×40mm,white,blank,pack label",6.250,0,ZPC,F,0,,0,L,,,,X,,5016
500-5818,1A,"100G Q28 SR4 G3,Avago Vcsel Cisco",1000,1,1/17/22,10/31/22,330-0227,2A,"Label,37.2*15.0*0.1mm,HW LOGO,PET,HT",125.000,0,ST,F,0,,0,L,,,,X,,5016
500-5818,1A,"100G Q28 SR4 G3,Avago Vcsel Cisco",1000,1,1/17/22,10/31/22,350-0026,3A,"Carton,505*285*245,blank,shipments",6.300,0,ZPC,F,0,,0,L,,,,X,,5016
502-2729,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Cisco",1000,1,4/13/21,2/3/23,262-0018,1B,"OE BOM,QSFP28 SR4 GEN3 with Avago+GCS",1000.000,0,ST,E,2,A1,0,L,,,1,X,,5016
502-2729,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Cisco",1000,1,4/13/21,2/3/23,504-1972,1B,"OE BOM,100G Gen3,Avago Vcsel,Stand+GCS",1000.000,0,ST,E,3,A1,0,L,,,1,X,,5016
502-2729,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Cisco",1000,1,4/13/21,12/5/22,300-0316,1A,"Housing Body,COST DOWN",1000.000,0.20,ST,F,0,,0,L,,,,X,,6010
502-2729,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Cisco",1000,1,4/13/21,12/5/22,300-0317,1B,"Housing LID,COST DOWN",1000.000,0.20,ST,F,0,,0,L,,,,X,,6010
502-2729,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Cisco",1000,1,4/13/21,10/31/22,302-0004,1B,TSLG Nylok Screw M1.4x0.3x5.45,2000.000,0.10,ST,F,0,,0,L,,,,X,,5016
502-2729,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Cisco",1000,1,4/13/21,10/31/22,310-0166,1A,"advanced thermal pad,5*5*1.0mm",1000.000,0.20,ST,F,0,,0,L,,,,X,,5016
502-2729,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Cisco",1000,1,4/13/21,10/31/22,310-0376,1B,"EMI Pad,Gray,3.6*3.6*1.0mm",2000.000,0,ST,F,0,,0,L,,,,X,,5016
502-2729,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Cisco",1000,1,4/13/21,10/31/22,310-0440,2A,"MPO dust cover,Silicon rubber,black",1000.000,0,ST,F,0,,0,L,,,,X,,5016
502-2729,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Cisco",1000,1,4/13/21,10/31/22,311-0207,1A,"Thermal Pad,13.5*13.5*1mm",1000.000,0,ST,F,0,,0,L,,,,X,,5016
502-2729,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Cisco",1000,1,4/13/21,12/5/22,320-0109,2C,MPO adapter,1000.000,0,ST,F,0,,0,L,,,,X,,6010
502-2729,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Cisco",1000,1,4/13/21,10/31/22,320-0284,1A,"Spring OD 1.5mm,l:7.3mm, W-D:0.2mm",2000.000,1.10,ST,F,0,,0,L,,,,X,,5016
502-2729,1A,"Mod BOM,Q28 SR4 G3,Avago Vcsel Cisco",1000,1,2/3/23,,504-1973,1B,"OE BOM,100G Gen3,AVAGO LP+GCS",1000.000,0,ST,E,1,A1,100,L,,,1,X,,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,100-0021,1A,"Capacitor,4.7uF,±20%,0402,X5R,6.3V",15000.000,0,ST,F,0,,0,L,,"C399,C401,C402,C422,C360,C364,C374",,X,"C338,C351,C359,C362,C366,C371,C379,C386,",5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,100-0024,1A,"Capacitor,0.1uF,±10%,0201,X5R,6.3V",45000.000,0,ST,F,0,,0,L,,"C349,C352,C354,C355,C368,C372,C375,C376,",,X,"C335,C339,C342,C343,C345,C346,C347,C348,",5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,100-0025,1A,"Capacitor,10000pF,±10%,0201,X7R,10V",1000.000,0,ST,F,0,,0,L,,,,X,C383,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,100-0035,1A,"Capacitor,1nF,±10%,0201,X7R,25V",10000.000,0,ST,F,0,,0,L,,"C419,C425",,X,"C341,C344,C381,C385,C398,C411,C412,C418,",5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,100-0038,1A,"Capacitor,100pF,±5%,0201,C0G,50V",7000.000,0,ST,F,0,,0,L,,,,X,"C380,C396,C414,C415,C416,C420,C426",5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,100-0061,1A,"Capacitor,0.47uF,±10%,0201,X5R,6.3V",4000.000,0,ST,F,0,,0,L,,,,X,"C336,C337,C387,C400",5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,100-0073,1A,"Capacitor,22uF,±20%,0603,X5R,6.3V",4000.000,0,ST,F,0,,0,L,,,,X,"C353,C358,C369,C356",5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,110-0002,1A,"Resistor,0201,±1%,1.2K ohm",1000.000,0,ST,F,0,,0,L,,,,X,R226,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,110-0011,1A,"Resistor,0201,±5%,39 ohm",2000.000,0,ST,F,0,,0,L,,,,X,"R232,R233",5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,110-0019,1A,"Resistor,0402,1A,0 ohm",11000.000,0,ST,F,0,,0,L,,L65,,X,"L59,L60,L61,L63,L67,L70,L72,L75,L76,L77,",5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,110-0064,1A,"Resistor,0201,±1%,10K ohm",12000.000,0,ST,F,0,,0,L,,"R248,R261,R263,R265",,X,"R227,R228,R229,R230,R231,R237,R238,R244,",5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,110-0099,1A,"Resistor,±1%,0201,100K ohm",1000.000,0,ST,F,0,,0,L,,,,X,R250,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,110-0156,1A,"Resistor,0201,±1%,40.2K ohm",2000.000,0,ST,F,0,,0,L,,,,X,"R239,R241",5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,110-0174,1A,"Resistor,0201,±1%,510 ohm",1000.000,0,ST,F,0,,0,L,,,,X,R256,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,110-0214,1A,"Resistor,0201,0.5A,0 ohm",3000.000,0,ST,F,0,,0,L,,,,X,"R243,R247,R235",5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,110-0241,1A,"Resistor,0201,±1%,4.7K ohm",2000.000,0,ST,F,0,,0,L,,,,X,"R234,R240",5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,110-0249,1A,"Resistor,0201,±1%,150k ohm",1000.000,0,ST,F,0,,0,L,,,,X,R246,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,110-0261,1A,"Resistor,0201,±1%,200K ohm",2000.000,0,ST,F,0,,0,L,,,,X,"R251,R258",5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,110-0268,1A,"Resistor,0201,±1%,1M ohm",2000.000,0,ST,F,0,,0,L,,,,X,"R259,R249",5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,110-0311,1A,"Resistor,0201,±1%,1K ohm",3000.000,0,ST,F,0,,0,L,,,,X,"R253,R254,R262",5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,110-0460,1A,"Resistor,0201,±1%,120K ohm",1000.000,0,ST,F,0,,0,L,,,,X,R255,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,120-0046,1A,"Inductor,10uH,±20%,0603,lead free",1000.000,0,ST,F,0,,0,L,,,,X,L68,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,120-0121,1A,"Ind,1.5uH±20%,1.9A,0.097ohm,2.0x1.6x1.0",1000.000,0,ST,F,0,B1,100,L,,,1,X,L62,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,120-0247,1A,"Inductor,4.7uH±20%,1MKz,1.2A,0.312ohm",1000.000,0,ST,F,0,C1,100,L,,,1,X,L66,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,120-0260,1A,"Inductor,1.5uH±20%,2016,45MHz,0.11ohm",1000.000,0,ST,F,0,B1,0,L,,,1,X,L62,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,120-0310,1A,"Ind,4.7uH±20%,25MHz,1A,0.425ohm,2x1.6x1",1000.000,0,ST,F,0,C1,0,L,,,1,X,L66,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,130-0077,1A,"Diode,100Ma Schottky Barrier Diode",1000.000,0,ST,F,0,A1,100,L,,,1,X,D2,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,140-0113,1A,"IC,ARM-CORE-MCU,40-LEAD LFCSF-WQ,QFN-40",1000.000,0,ST,F,0,,0,L,,,,X,U25,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,140-0240,1A,"IC,Two Input And Gate",1000.000,0,ST,F,0,,0,L,,,,X,U26,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,140-0253,1A,P-Channel Power MOSFET,1000.000,0,ST,F,0,D1,100,L,,,1,X,Q3,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,140-0384,1A,"Diode,30V schottky barrier diode",1000.000,0,ST,F,0,A1,0,L,,,1,X,D2,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,140-0599,1A,"IC,Step-Up Converter with Low IQ,1.1A",1000.000,0,ST,F,0,,0,L,,,,X,U36,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,140-0645,1A,"IC,MOSFETS Silicon P-Channel,WCSP6C",1000.000,0,ST,F,0,D1,0,L,,,1,X,Q3,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,140-0847,1A,"IC,Step down Current 3A",1000.000,0,ST,F,0,,0,L,,,,X,U34,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,140-0853,1A,"IC,UTDFN-1×1-4AL,-40℃ to +125℃",1000.000,0,ST,F,0,,0,L,,,,X,U30,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,10/31/22,160-1422,1A,"PCB,500240 lowcost,IT180A",1000.000,0,ST,F,0,,0,L,,,,X,,5016
504-2063,1A,"PCBA,100G Q28 SR4 G3 4 layer pure IT180A",1000,1,4/29/21,,199-0001,1A,NO Component,24000.000,0,ST,,0,,0,N,,"78,R242,R245,R264,R257,R260,R266,R268,R2",,,"C340,C357,C370,C373,C199,C428,C377,L64,L",
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,100-0021,1A,"Capacitor,4.7uF,±20%,0402,X5R,6.3V",15000.000,0,ST,F,0,,0,L,,"C399,C401,C402,C422,C360,C364,C374",,X,"C338,C351,C359,C362,C366,C371,C379,C386,",5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,100-0024,1A,"Capacitor,0.1uF,±10%,0201,X5R,6.3V",45000.000,0,ST,F,0,,0,L,,"C349,C352,C354,C355,C368,C372,C375,C376,",,X,"C335,C339,C342,C343,C345,C346,C347,C348,",5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,100-0025,1A,"Capacitor,10000pF,±10%,0201,X7R,10V",1000.000,0,ST,F,0,,0,L,,,,X,C383,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,100-0035,1A,"Capacitor,1nF,±10%,0201,X7R,25V",10000.000,0,ST,F,0,,0,L,,"C419,C425",,X,"C341,C344,C381,C385,C398,C411,C412,C418,",5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,100-0038,1A,"Capacitor,100pF,±5%,0201,C0G,50V",7000.000,0,ST,F,0,,0,L,,,,X,"C380,C396,C414,C415,C416,C420,C426",5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,100-0061,1A,"Capacitor,0.47uF,±10%,0201,X5R,6.3V",4000.000,0,ST,F,0,,0,L,,,,X,"C336,C337,C387,C400",5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,100-0073,1A,"Capacitor,22uF,±20%,0603,X5R,6.3V",4000.000,0,ST,F,0,,0,L,,,,X,"C353,C358,C369,C356",5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,110-0002,1A,"Resistor,0201,±1%,1.2K ohm",1000.000,0,ST,F,0,,0,L,,,,X,R226,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,110-0011,1A,"Resistor,0201,±5%,39 ohm",2000.000,0,ST,F,0,,0,L,,,,X,"R232,R233",5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,110-0019,1A,"Resistor,0402,1A,0 ohm",11000.000,0,ST,F,0,,0,L,,L65,,X,"L59,L60,L61,L63,L67,L70,L72,L75,L76,L77,",5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,110-0064,1A,"Resistor,0201,±1%,10K ohm",12000.000,0,ST,F,0,,0,L,,"R248,R261,R263,R265",,X,"R227,R228,R229,R230,R231,R237,R238,R244,",5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,110-0099,1A,"Resistor,±1%,0201,100K ohm",1000.000,0,ST,F,0,,0,L,,,,X,R250,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,110-0156,1A,"Resistor,0201,±1%,40.2K ohm",2000.000,0,ST,F,0,,0,L,,,,X,"R239,R241",5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,110-0174,1A,"Resistor,0201,±1%,510 ohm",1000.000,0,ST,F,0,,0,L,,,,X,R256,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,110-0214,1A,"Resistor,0201,0.5A,0 ohm",3000.000,0,ST,F,0,,0,L,,,,X,"R243,R247,R235",5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,110-0241,1A,"Resistor,0201,±1%,4.7K ohm",2000.000,0,ST,F,0,,0,L,,,,X,"R234,R240",5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,110-0249,1A,"Resistor,0201,±1%,150k ohm",1000.000,0,ST,F,0,,0,L,,,,X,R246,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,110-0261,1A,"Resistor,0201,±1%,200K ohm",2000.000,0,ST,F,0,,0,L,,,,X,"R251,R258",5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,110-0268,1A,"Resistor,0201,±1%,1M ohm",2000.000,0,ST,F,0,,0,L,,,,X,"R259,R249",5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,110-0311,1A,"Resistor,0201,±1%,1K ohm",3000.000,0,ST,F,0,,0,L,,,,X,"R253,R254,R262",5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,110-0460,1A,"Resistor,0201,±1%,120K ohm",1000.000,0,ST,F,0,,0,L,,,,X,R255,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,120-0046,1A,"Inductor,10uH,±20%,0603,lead free",1000.000,0,ST,F,0,,0,L,,,,X,L68,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,120-0121,1A,"Ind,1.5uH±20%,1.9A,0.097ohm,2.0x1.6x1.0",1000.000,0,ST,F,0,B1,100,L,,,1,X,L62,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,120-0247,1A,"Inductor,4.7uH±20%,1MKz,1.2A,0.312ohm",1000.000,0,ST,F,0,C1,100,L,,,1,X,L66,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,120-0260,1A,"Inductor,1.5uH±20%,2016,45MHz,0.11ohm",1000.000,0,ST,F,0,B1,0,L,,,1,X,L62,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,120-0310,1A,"Ind,4.7uH±20%,25MHz,1A,0.425ohm,2x1.6x1",1000.000,0,ST,F,0,C1,0,L,,,1,X,L66,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,130-0077,1A,"Diode,100Ma Schottky Barrier Diode",1000.000,0,ST,F,0,A1,100,L,,,1,X,D2,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,140-0113,1A,"IC,ARM-CORE-MCU,40-LEAD LFCSF-WQ,QFN-40",1000.000,0,ST,F,0,,0,L,,,,X,U25,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,140-0240,1A,"IC,Two Input And Gate",1000.000,0,ST,F,0,,0,L,,,,X,U26,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,140-0253,1A,P-Channel Power MOSFET,1000.000,0,ST,F,0,D1,100,L,,,1,X,Q3,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,140-0384,1A,"Diode,30V schottky barrier diode",1000.000,0,ST,F,0,A1,0,L,,,1,X,D2,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,140-0599,1A,"IC,Step-Up Converter with Low IQ,1.1A",1000.000,0,ST,F,0,,0,L,,,,X,U36,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,140-0645,1A,"IC,MOSFETS Silicon P-Channel,WCSP6C",1000.000,0,ST,F,0,D1,0,L,,,1,X,Q3,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,140-0847,1A,"IC,Step down Current 3A",1000.000,0,ST,F,0,,0,L,,,,X,U34,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,140-0853,1A,"IC,UTDFN-1×1-4AL,-40℃ to +125℃",1000.000,0,ST,F,0,,0,L,,,,X,U30,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,10/31/22,160-1421,1A,"PCB,500240 lowcost,M6G+IT180A",1000.000,0,ST,F,0,,0,L,,,,X,,5016
504-2053,1A,"PCBA BOM,500240,4 layer PCB",1000,1,4/29/21,,199-0001,1A,NO Component,24000.000,0,ST,,0,,0,N,,"78,R242,R245,R264,R257,R260,R266,R268,R2",,,"C340,C357,C370,C373,C199,C428,C377,L64,L",
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,5/31/21,,502-2784,1A,"Mod,Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000.000,0,ST,E,0,,0,N,,,,,,
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,5/31/21,,611-1509,1A,"S/ID 100G SR4 GN2108S+09S+Avago 1ch,Std",1000.000,0,ST,E,0,,0,N,,,,,,
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,5/31/21,8/30/21,612-0782,1A,A/W N101 Q28 SR4 V2M Std LP Vcsel,1000.000,0,ST,E,0,,0,N,,,,,,
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,5/31/21,,613-0686,1A,"(QSFP28 SR4 100m,Standard)Label file",1000.000,0,ST,E,0,,0,N,,,,,,
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,5/31/21,,617-0091,1A,"Mod User,Set 0 for all Standard",1000.000,0,ST,E,0,,0,N,,,,,,
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,5/31/21,,618-0092,1A,"F/S,Set 0 for all Standard",1000.000,0,ST,E,0,,0,N,,,,,,
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,5/31/21,,619-0135,1A,"Config&Cus App,QSFP28 SR4 GEN3,std",1000.000,0,ST,E,0,,0,N,,,,,,
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,5/31/21,8/30/21,621-00D3,13,"Firmware,N72,QSFP28-SR4 V3S(Low)2108&09",1000.000,0,ST,E,0,,0,N,D312,,,,,
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,5/31/21,10/31/22,330-0194,1A,"Label,60×40mm,white,blank,pack label",6.250,0,ZPC,F,0,,0,L,,,,X,,5016
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,5/31/21,10/31/22,330-0081,1C,"Label,29.0*15.0,white,inno-logo",1000.000,0,ST,F,0,,0,L,,,,X,,5016
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,5/31/21,10/31/22,350-0015,3A,"Carton,270*239*109,innolight,shipments",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,5/31/21,10/31/22,350-0016,1B,"EPE Sponge,240*230*10,pink,shipments",50.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,5/31/21,10/31/22,350-0017,1B,抗静电EPE 220*85*10,100.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,5/31/21,10/31/22,350-0154,1A,"Bag,386.0*353.0*0.15mm Packing",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,5/31/21,10/31/22,350-0227,1A,"Tray,215x205x18.5mm,8pcs,Pack",125.000,0,ST,F,0,,0,L,,,,X,,5016
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,1/17/22,10/31/22,330-0024,1A,"Label,90*60*0.1mm,white,blank",31.300,0,ZPC,F,0,,0,L,,,,X,,5016
500-5935,1B,"100G Q28 SR4 G3,Avago+GCS,4L M6G PCB,Std",1000,1,1/17/22,10/31/22,350-0027,3A,"Carton,505*285*245,innolight,shipments",6.300,0,ZPC,F,0,,0,L,,,,X,,5016
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,5/31/21,,502-2783,1A,"Mod BOM,Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000.000,0,ST,E,0,,0,N,,,,,,
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,5/31/21,,611-1509,1A,"S/ID 100G SR4 GN2108S+09S+Avago 1ch,Std",1000.000,0,ST,E,0,,0,N,,,,,,
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,5/31/21,8/30/21,612-0782,1A,A/W N101 Q28 SR4 V2M Std LP Vcsel,1000.000,0,ST,E,0,,0,N,,,,,,
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,5/31/21,,613-0686,1A,"(QSFP28 SR4 100m,Standard)Label file",1000.000,0,ST,E,0,,0,N,,,,,,
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,5/31/21,,617-0091,1A,"Mod User,Set 0 for all Standard",1000.000,0,ST,E,0,,0,N,,,,,,
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,5/31/21,,618-0092,1A,"F/S,Set 0 for all Standard",1000.000,0,ST,E,0,,0,N,,,,,,
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,5/31/21,,619-0135,1A,"Config&Cus App,QSFP28 SR4 GEN3,std",1000.000,0,ST,E,0,,0,N,,,,,,
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,5/31/21,8/30/21,621-00D3,13,"Firmware,N72,QSFP28-SR4 V3S(Low)2108&09",1000.000,0,ST,E,0,,0,N,D312,,,,,
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,5/31/21,10/31/22,330-0194,1A,"Label,60×40mm,white,blank,pack label",6.250,0,ZPC,F,0,,0,L,,,,X,,5016
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,5/31/21,10/31/22,330-0081,1C,"Label,29.0*15.0,white,inno-logo",1000.000,0,ST,F,0,,0,L,,,,X,,5016
500-5934,1B,"100G Q28 SR4 G3,Avago+GCS,4L PCB,Std",1000,1,5/31/21,10/31/22,350-0015,3A,"Carton,270*239*109,innolight,shipments",25.000,0,ZPC,F,0,,0,L,,,,X,,5016
