类,交货,项目,类别,创建者,时间,创建日期,PN,已输入物料,物料组,Plant,Storage,批次,供应商批次,客户物料号,产品模式,Quantity_Delivered,计,SU,分子,分母,净重量,毛重,WUn,业务量,VUn,PD,无限制,过量交货限度,交货不足限度,BS,冻结,Mat.Av.Dt.,Quantity,Description,仓位,起始凭证,项目,凭证,PrDocLogSys,参考凭证,参考项,U,上层项,BilRl,LGrp,运输组
800,0080205560,10,ZTAN,BIZLINK,3:29:59 PM,1/25/24,500-7207-010,500-7207-010,500,1000,3013,,,TF-FC010-N00,MM,65,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/25/24,65,"100G AOC Gen3,10m,Sony Vcsel,Standard",,,0,,,0010038550,20,X,0,K,0001,0001
800,0080203433,10,ZTAN,BIZLINK,10:47:50 AM,1/12/24,500-5818,500-5818,500,1000,3013,,,10-3190-02,MM,69,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/12/24,69,"100G Q28 SR4 G3,Avago Vcsel Cisco",,,0,,,0010038399,10,X,0,K,0001,0001
800,0080202357,10,ZTAN,WANGZB,8:52:54 AM,1/5/24,500-4378,500-4378,500,1000,3013,,,3406A058,SM,70,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/5/24,70,"100G CWDM4 V2.0,HP,Weld(Ocl DFB+M37244)",,,0,,,0010038534,10,X,0,K,0001,0001
800,0080210161,40,YKEN,BIZLINK,8:32:12 AM,2/29/24,500-5614-005,500-5614-005,500,1000,3013,,,10-3175-04,MM,70,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,70,Q28 AOC G3 5m BRCM Vcsel Cisco,,,0,,,0040019447,920,X,0,K,0001,0001
800,0080210575,20,YKBN,ZHANGDL,10:27:29 AM,3/1/24,500-5550,500-5550,500,1000,3013,,,34061299,SM,70,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/1/24,70,"100G QSFP28 CWDM4 Gen3,HT,SEI DFB",,,0,,,0020017680,2,X,0,,0001,0001
800,0080212408,20,ZTAN,SUNYJ,5:13:22 PM,3/13/24,500-5529,500-5529,500,1000,3013,,,AB-QT0613C4eL,SM,70,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/20/24,70,"100G QSFP28 eCWDM4 Gen3,Alibaba,R0",,,0,,,0010039635,20,X,0,K,0001,0001
800,0080210516,40,YKEN,BIZLINK,6:43:15 PM,2/29/24,500-5391-015,500-5391-015,500,1000,3013,,,10-3178-04,MM,71,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,71,Q28 AOC G3 15m Sony Vcsel Cisco,,,0,,,0040019559,1130,X,0,K,0001,0001
800,0080202986,10,ZTAN,SUNYJ,3:18:36 PM,1/9/24,500-5529,500-5529,500,1000,3013,,,AB-QT0613C4eL,SM,72,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/10/24,72,"100G QSFP28 eCWDM4 Gen3,Alibaba,R0",,,0,,,0010038614,10,X,0,K,0001,0001
800,0080209464,10,YKEN,BIZLINK,4:19:21 PM,2/25/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,72,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,72,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040019272,10,X,0,K,0001,0001
800,0080210130,10,YKEN,BIZLINK,8:32:14 PM,2/28/24,500-5702,500-5702,500,1000,3013,,,10-3512-01,MM,72,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/28/24,72,"100G Q28 SR4 G3,BRCM Vcsel Cisco",,,0,,,0040019424,110,X,0,K,0001,0001
800,0080210131,10,YKEN,BIZLINK,8:53:11 PM,2/28/24,500-5702,500-5702,500,1000,3013,,,10-3512-01,MM,72,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/28/24,72,"100G Q28 SR4 G3,BRCM Vcsel Cisco",,,0,,,0040019426,10,X,0,K,0001,0001
800,0080210245,10,YKEN,BIZLINK,10:13:27 AM,2/29/24,500-5702,500-5702,500,1000,3013,,,10-3512-01,MM,72,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,72,"100G Q28 SR4 G3,BRCM Vcsel Cisco",,,0,,,0040019464,10,X,0,K,0001,0001
800,0080212599,10,YKBN,BIZLINK,1:42:31 PM,3/18/24,500-5703,500-5703,500,7000,3013,,,10-3512-01,MM,72,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/29/24,72,"100G Q28 SR4 G3,Sony Vcsel Cisco",,,0,,,0020017993,50,X,0,,0001,0001
800,0080210552,10,YKEN,BIZLINK,9:55:09 PM,2/29/24,500-5614-030,500-5614-030,500,1000,3013,,,10-3181-04,MM,73,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,73,Q28 AOC G3 30m BRCM Vcsel Cisco,,,0,,,0040019560,10,X,0,K,0001,0001
800,0080202246,10,YKBN,ZHANGDL,1:48:49 PM,1/4/24,500-6285,500-6285,500,1000,3013,,,34061299-001,SM,74,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/28/24,74,"100G QSFP28 CWDM4 Gen3,HT(34061299-001)",,,0,,,0020017735,1,X,0,,0001,0001
800,0080206324,10,ZTAN,BIZLINK,3:06:18 PM,1/30/24,500-6099,500-6099,500,1000,3013,,,10-3190-02,MM,75,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,75,"100G Q28 SR4 G3,Sony Vcsel Cisco",,,0,,,0010038399,20,X,0,K,0001,0001
800,0080204678,10,YKBN,BIZLINK,10:21:53 PM,1/19/24,500-5391-002,500-5391-002,500,1000,3013,,,10-3173-04,MM,76,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/19/24,76,Q28 AOC G3 2m Sony Vcsel Cisco,,,0,,,0020017747,1160,X,0,,0001,0001
800,0080210404,10,YKEN,BIZLINK,2:34:17 PM,2/29/24,500-5391-002,500-5391-002,500,1000,3013,,,10-3173-04,MM,76,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,76,Q28 AOC G3 2m Sony Vcsel Cisco,,,0,,,0040019549,230,X,0,K,0001,0001
800,0080202612,10,YKBN,BIZLINK,3:58:22 PM,1/6/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/23/24,80,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0020017747,660,X,0,,0001,0001
800,0080202616,10,YKBN,BIZLINK,3:59:46 PM,1/6/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/8/24,80,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020017748,230,X,0,,0001,0001
800,0080203712,10,YKBN,BIZLINK,9:51:49 AM,1/14/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/1/24,80,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0020017747,680,X,0,,0001,0001
800,0080203713,10,YKBN,BIZLINK,9:52:04 AM,1/14/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/8/24,80,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0020017747,690,X,0,,0001,0001
800,0080203714,10,YKBN,BIZLINK,9:52:21 AM,1/14/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/8/24,80,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0020017747,700,X,0,,0001,0001
800,0080203715,10,YKBN,BIZLINK,9:52:38 AM,1/14/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/8/24,80,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0020017747,710,X,0,,0001,0001
800,0080203723,10,YKBN,BIZLINK,9:54:17 AM,1/14/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/15/24,80,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0020017748,130,X,0,,0001,0001
800,0080204660,10,ZTAN,BIZLINK,10:13:24 PM,1/19/24,500-6099,500-6099,500,1000,3013,,,10-3190-02,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/19/24,80,"100G Q28 SR4 G3,Sony Vcsel Cisco",,,0,,,0010038399,20,X,0,K,0001,0001
800,0080205004,10,YKEN,ZHANGDL,2:41:52 PM,1/22/24,500-4639,500-4639,500,1000,3013,,,34060645-001,SM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/22/24,80,"40G QSFP+ LR4 V3(CWDM4 Pla_Ocl,GCS)HT",,,0,,,0040018778,1,X,0,K,0001,0001
800,0080205937,10,YKBN,BIZLINK,6:31:16 PM,1/27/24,500-5391-007,500-5391-007,500,1000,3013,,,10-3176-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/27/24,80,Q28 AOC G3 7m Sony Vcsel Cisco,,,0,,,0020017747,580,X,0,,0001,0001
800,0080206234,10,YKEN,BIZLINK,7:59:00 PM,1/29/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/29/24,80,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0040018866,10,X,0,K,0001,0001
800,0080206238,10,YKEN,BIZLINK,8:00:37 PM,1/29/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/29/24,80,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040018870,10,X,0,K,0001,0001
800,0080206254,10,YKEN,BIZLINK,8:17:51 PM,1/29/24,500-5481,500-5481,500,1000,3013,,,10-3142-03,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/29/24,80,Q28 SR4 G3 100m Sony Vcsel Cisco,,,0,,,0040018881,10,X,0,K,0001,0001
800,0080206343,10,YKEN,BIZLINK,1:56:47 PM,1/30/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,80,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0040018921,10,X,0,K,0001,0001
800,0080206405,10,YKEN,BIZLINK,1:59:27 PM,1/30/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,80,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0040018983,10,X,0,K,0001,0001
800,0080206416,10,YKEN,BIZLINK,1:59:56 PM,1/30/24,500-5500,500-5500,500,1000,3013,,,10-3220-02,SM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,80,"Q28 CWDM4 Lite V2.0,Cisco(Weld+Mit DFB)",,,0,,,0040018994,10,X,0,K,0001,0001
800,0080206452,10,YKEN,BIZLINK,2:01:29 PM,1/30/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,80,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0040019030,10,X,0,K,0001,0001
800,0080206462,10,YKEN,BIZLINK,2:01:54 PM,1/30/24,500-5481,500-5481,500,1000,3013,,,10-3142-03,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,80,Q28 SR4 G3 100m Sony Vcsel Cisco,,,0,,,0040019040,10,X,0,K,0001,0001
800,0080206467,10,YKEN,BIZLINK,2:02:06 PM,1/30/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,80,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0040019045,10,X,0,K,0001,0001
800,0080206505,10,YKEN,BIZLINK,2:03:43 PM,1/30/24,500-5391-002,500-5391-002,500,1000,3013,,,10-3173-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,80,Q28 AOC G3 2m Sony Vcsel Cisco,,,0,,,0040019083,10,X,0,K,0001,0001
800,0080206511,10,YKEN,BIZLINK,2:03:58 PM,1/30/24,561-0124,561-0124,561,7000,3013,,,10-3142-03,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,80,"100G SR4 G3 semetch+Avago+GCS,cisco TW",,,0,,,0040019089,10,X,0,K,0001,0001
800,0080206524,10,YKEN,BIZLINK,2:04:30 PM,1/30/24,500-5391-002,500-5391-002,500,1000,3013,,,10-3173-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,80,Q28 AOC G3 2m Sony Vcsel Cisco,,,0,,,0040019102,10,X,0,K,0001,0001
800,0080206530,10,YKEN,BIZLINK,2:04:45 PM,1/30/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,80,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0040019108,10,X,0,K,0001,0001
800,0080206541,10,YKEN,BIZLINK,2:05:13 PM,1/30/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,80,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0040019119,10,X,0,K,0001,0001
800,0080206557,10,YKEN,BIZLINK,2:05:50 PM,1/30/24,500-5614-020,500-5614-020,500,1000,3013,,,10-3179-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,80,Q28 AOC G3 20m BRCM Vcsel Cisco,,,0,,,0040019135,10,X,0,K,0001,0001
800,0080206594,10,YKEN,BIZLINK,3:33:08 PM,1/30/24,500-4067-02,500-4067-02,500,1000,3013,,,740-073095,SM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,1/30/24,80,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,,,0,,,0040018788,10,X,0,K,0001,0001
800,0080206893,10,YKBN,WANGZB,10:52:20 AM,2/1/24,500-5056,500-5056,500,1000,3013,,,3406A05D,SM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/1/24,80,"40G QSFP+LR4 V3 100G CWDM4 Mit DFB,H3C",,,0,,,0020017959,10,X,0,,0001,0001
800,0080206906,10,YKBN,BIZLINK,11:18:41 AM,2/1/24,500-5391-015,500-5391-015,500,1000,3013,,,10-3178-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/8/24,80,Q28 AOC G3 15m Sony Vcsel Cisco,,,0,,,0020017747,10,X,0,,0001,0001
800,0080207572,10,YKBN,BIZLINK,7:55:22 AM,2/7/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/7/24,80,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020017748,250,X,0,,0001,0001
800,0080207574,10,YKBN,BIZLINK,7:55:36 AM,2/7/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/7/24,80,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020017748,270,X,0,,0001,0001
800,0080207576,10,YKBN,BIZLINK,7:55:51 AM,2/7/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/7/24,80,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020017748,290,X,0,,0001,0001
800,0080207579,10,YKBN,BIZLINK,7:56:14 AM,2/7/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/7/24,80,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0020017748,320,X,0,,0001,0001
800,0080208521,10,ZTAN,BIZLINK,9:06:30 AM,2/19/24,500-3776-02,500-3776-02,500,1000,3013,,,TR-FC13T-N00,SM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/19/24,80,"100G CWDM4 V2.0,Std(Welding+Oclaro DFB)",,,0,,,0010039170,10,X,0,K,0001,0001
800,0080209056,10,ZTAN,SUNYJ,3:55:32 PM,2/22/24,500-5595,500-5595,500,1000,3013,,,795250EBKK3223,SM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/8/24,80,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,,0,,,0010039119,10,X,0,K,0001,0001
800,0080209347,10,YKBN,BIZLINK,9:09:08 PM,2/23/24,500-5391-002,500-5391-002,500,1000,3013,,,10-3173-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/1/24,80,Q28 AOC G3 2m Sony Vcsel Cisco,,,0,,,0020017747,230,X,0,,0001,0001
800,0080209348,10,YKBN,BIZLINK,9:09:27 PM,2/23/24,500-5391-002,500-5391-002,500,1000,3013,,,10-3173-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/1/24,80,Q28 AOC G3 2m Sony Vcsel Cisco,,,0,,,0020017747,240,X,0,,0001,0001
800,0080209456,10,YKEN,BIZLINK,4:19:02 PM,2/25/24,561-0124,561-0124,561,7000,3013,,,10-3142-03,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,80,"100G SR4 G3 semetch+Avago+GCS,cisco TW",,,0,,,0040019264,10,X,0,K,0001,0001
800,0080209462,10,YKEN,BIZLINK,4:19:17 PM,2/25/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,80,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0040019270,10,X,0,K,0001,0001
800,0080209488,10,YKEN,BIZLINK,5:09:15 PM,2/25/24,500-5614-005,500-5614-005,500,1000,3013,,,10-3175-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,80,Q28 AOC G3 5m BRCM Vcsel Cisco,,,0,,,0040019296,10,X,0,K,0001,0001
800,0080209517,10,YKEN,BIZLINK,5:10:25 PM,2/25/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,80,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0040019325,10,X,0,K,0001,0001
800,0080209526,10,YKEN,BIZLINK,5:10:47 PM,2/25/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/25/24,80,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0040019334,10,X,0,K,0001,0001
800,0080209843,10,YKEN,BIZLINK,12:55:06 PM,2/27/24,500-4067-02,500-4067-02,500,1000,3013,,,740-073095,SM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/27/24,80,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,,,0,,,0040019351,10,X,0,K,0001,0001
800,0080209845,10,YKEN,BIZLINK,1:01:39 PM,2/27/24,500-4067-02,500-4067-02,500,1000,3013,,,740-073095,SM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/27/24,80,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,,,0,,,0040019353,10,X,0,K,0001,0001
800,0080209847,10,YKEN,BIZLINK,1:03:22 PM,2/27/24,500-4067-02,500-4067-02,500,1000,3013,,,740-073095,SM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/27/24,80,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,,,0,,,0040019354,10,X,0,K,0001,0001
800,0080209848,10,YKEN,BIZLINK,1:04:39 PM,2/27/24,500-4067-02,500-4067-02,500,1000,3013,,,740-073095,SM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/27/24,80,40G QSFP+ LR4 V3.0(CWDM4 Plat_Ocl DFB)JC,,,0,,,0040019355,10,X,0,K,0001,0001
800,0080209932,10,YKBN,BIZLINK,3:44:56 PM,2/27/24,500-5391-003,500-5391-003,500,1000,3013,,,10-3174-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,3/1/24,80,Q28 AOC G3 3m Sony Vcsel Cisco,,,0,,,0020017747,440,X,0,,0001,0001
800,0080210157,20,YKEN,BIZLINK,6:10:54 AM,2/29/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040019445,190,X,0,K,0001,0001
800,0080210157,30,YKEN,BIZLINK,6:10:54 AM,2/29/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040019445,200,X,0,K,0001,0001
800,0080210158,10,YKEN,BIZLINK,6:13:44 AM,2/29/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040019446,210,X,0,K,0001,0001
800,0080210161,10,YKEN,BIZLINK,8:32:12 AM,2/29/24,500-5614-005,500-5614-005,500,1000,3013,,,10-3175-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 5m BRCM Vcsel Cisco,,,0,,,0040019447,850,X,0,K,0001,0001
800,0080210161,20,YKEN,BIZLINK,8:32:12 AM,2/29/24,500-5614-005,500-5614-005,500,1000,3013,,,10-3175-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 5m BRCM Vcsel Cisco,,,0,,,0040019447,860,X,0,K,0001,0001
800,0080210161,30,YKEN,BIZLINK,8:32:12 AM,2/29/24,500-5614-005,500-5614-005,500,1000,3013,,,10-3175-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 5m BRCM Vcsel Cisco,,,0,,,0040019447,870,X,0,K,0001,0001
800,0080210177,10,YKEN,BIZLINK,8:37:28 AM,2/29/24,500-5614-005,500-5614-005,500,1000,3013,,,10-3175-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 5m BRCM Vcsel Cisco,,,0,,,0040019448,880,X,0,K,0001,0001
800,0080210177,20,YKEN,BIZLINK,8:37:28 AM,2/29/24,500-5614-005,500-5614-005,500,1000,3013,,,10-3175-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 5m BRCM Vcsel Cisco,,,0,,,0040019448,890,X,0,K,0001,0001
800,0080210177,30,YKEN,BIZLINK,8:37:28 AM,2/29/24,500-5614-005,500-5614-005,500,1000,3013,,,10-3175-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 5m BRCM Vcsel Cisco,,,0,,,0040019448,900,X,0,K,0001,0001
800,0080210199,10,YKEN,BIZLINK,9:00:28 AM,2/29/24,500-5391-015,500-5391-015,500,1000,3013,,,10-3178-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 15m Sony Vcsel Cisco,,,0,,,0040019453,1130,X,0,K,0001,0001
800,0080210251,10,YKEN,BIZLINK,10:25:51 AM,2/29/24,500-5391-005,500-5391-005,500,1000,3013,,,10-3175-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 5m Sony Vcsel Cisco,,,0,,,0040019469,1140,X,0,K,0001,0001
800,0080210261,10,YKEN,BIZLINK,10:47:46 AM,2/29/24,500-5614-005,500-5614-005,500,1000,3013,,,10-3175-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 5m BRCM Vcsel Cisco,,,0,,,0040019475,850,X,0,K,0001,0001
800,0080210284,10,YKEN,BIZLINK,11:11:47 AM,2/29/24,500-5391-010,500-5391-010,500,1000,3013,,,10-3177-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 10m Sony Vcsel Cisco,,,0,,,0040019488,230,X,0,K,0001,0001
800,0080210310,10,YKEN,BIZLINK,11:28:50 AM,2/29/24,500-5391-030,500-5391-030,500,1000,3013,,,10-3181-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 30m Sony Vcsel Cisco,,,0,,,0040019510,130,X,0,K,0001,0001
800,0080210330,20,YKEN,BIZLINK,11:50:39 AM,2/29/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0040019523,690,X,0,K,0001,0001
800,0080210365,10,YKEN,BIZLINK,1:42:48 PM,2/29/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0040019525,700,X,0,K,0001,0001
800,0080210379,10,YKEN,BIZLINK,2:01:19 PM,2/29/24,500-5391-001,500-5391-001,500,1000,3013,,,10-3172-04,MM,80,ST,ST,1,1,0.000,0.000,KG,0.000,,,,0.0,0.0,,,2/29/24,80,Q28 AOC G3 1m Sony Vcsel Cisco,,,0,,,0040019529,710,X,0,K,0001,0001
