版次,MES质检库存,PN,Description,Plant,Storage,StorageDescription,SN,UnconstrainedQuantity
1A,0,140-0434,"IC,93-ball FC-CSP,24-28G Quad CDR&Driver",1000,9023,待重检仓,20A3000350,2980.927
1A,0,140-0434,"IC,93-ball FC-CSP,24-28G Quad CDR&Driver",1000,9023,待重检仓,20A3000352,2116.073
4A,0,160-1132,PCB,1000,9023,待重检仓,1851300089,4294.044
4A,0,160-1132,PCB,1000,9023,待重检仓,20C2100306,22462.956
4A,0,160-1132,PCB,1000,9023,待重检仓,2111500195,642
4B,0,160-1153,PCB isola 370HR+M6,1000,9023,待重检仓,2270500001,826
4B,0,160-1153,PCB isola 370HR+M6,1000,9023,待重检仓,2270900315,3442
4B,0,160-1153,PCB isola 370HR+M6,1000,9023,待重检仓,2280200025,6
4B,0,160-1153,PCB isola 370HR+M6,1000,9023,待重检仓,2305291111,6274
4D,0,160-1169,PCB sub board,2000,9023,待重检仓,2171200277,9695
4D,0,160-1169,PCB sub board,2000,9023,待重检仓,2171200278,1300
1B,0,160-1218,PCB,1000,9023,待重检仓,2221000076,1539.012
1B,0,160-1218,PCB,1000,9023,待重检仓,2260600102,845.145
1B,0,160-1218,PCB,1000,9023,待重检仓,2270400073,609
1B,0,160-1218,PCB,1000,9023,待重检仓,2270500183,587.843
1A,0,160-1237,PCB GN2147,1000,9023,待重检仓,21C3000292,376.033
1A,0,160-1237,PCB GN2147,1000,9023,待重检仓,2310611111,49.967
1B,0,160-1291,PCB,1000,9023,待重检仓,2342400075,8
1B,0,160-1291,PCB,1000,9023,待重检仓,2350900099,1
1B,0,160-1291,PCB,1000,9023,待重检仓,2352700122,7
1B,0,160-1291,PCB,1000,9023,待重检仓,2361300028,7
1B,0,160-1291,PCB,1000,9023,待重检仓,2361500001,7
1B,0,160-1291,PCB,1000,9023,待重检仓,2370300188,7
1B,0,160-1291,PCB,1000,9023,待重检仓,2371600211,8
1B,0,160-1291,PCB,1000,9023,待重检仓,2371800137,5
1B,0,160-1291,PCB,1000,9023,待重检仓,2380500191,1
1B,0,160-1291,PCB,1000,9023,待重检仓,2381800001,6
1B,0,160-1291,PCB,1000,9023,待重检仓,2391600204,6
1B,0,160-1291,PCB,1000,9023,待重检仓,23A0500168,8
1B,0,160-1291,PCB,1000,9023,待重检仓,23A1300099,8
1B,0,160-1291,PCB,1000,9023,待重检仓,23A2800192,7
1B,0,160-1291,PCB,1000,9023,待重检仓,23B0600136,6
1B,0,160-1291,PCB,1000,9023,待重检仓,23B0800230,6
1B,0,160-1291,PCB,1000,9023,待重检仓,23B1200083,8
1A,0,220-0134-005,"Cable,OFNP,5m",1000,9023,待重检仓,2173011111,2
1A,0,220-0134-005,"Cable,OFNP,5m",1000,9023,待重检仓,2290600285,1
1A,0,220-0230-025,"Fiber,OM2,25m",1000,9023,待重检仓,2271500343,4
1A,0,220-0230-025,"Fiber,OM2,25m",1000,9023,待重检仓,22B1800107,5
1A,0,280-0512,TX LD side ClensR1.5 D1.8 T1.55,1000,9023,待重检仓,2011400085,862
1A,0,280-0512,TX LD side ClensR1.5 D1.8 T1.55,1000,9023,待重检仓,2041800179,3000
1A,0,280-0512,TX LD side ClensR1.5 D1.8 T1.55,1000,9023,待重检仓,2041800180,1000
1A,0,280-0512,TX LD side ClensR1.5 D1.8 T1.55,1000,9023,待重检仓,2041800181,639
1A,0,280-0512,TX LD side ClensR1.5 D1.8 T1.55,1000,9023,待重检仓,2051300076,138
1A,0,280-0512,TX LD side ClensR1.5 D1.8 T1.55,1000,9023,待重检仓,2080900030,2000
1A,0,280-0512,TX LD side ClensR1.5 D1.8 T1.55,1000,9023,待重检仓,2081200190,2000
1A,0,280-0512,TX LD side ClensR1.5 D1.8 T1.55,1000,9023,待重检仓,2091900152,2000
1A,0,280-0512,TX LD side ClensR1.5 D1.8 T1.55,1000,9023,待重检仓,20A1600116,2000
1A,0,280-0512,TX LD side ClensR1.5 D1.8 T1.55,1000,9023,待重检仓,20A2100202,4000
1A,0,280-0512,TX LD side ClensR1.5 D1.8 T1.55,1000,9023,待重检仓,20A2800256,2000
1A,0,280-0512,TX LD side ClensR1.5 D1.8 T1.55,1000,9023,待重检仓,20C2200108,2000
1A,0,280-0512,TX LD side ClensR1.5 D1.8 T1.55,1000,9023,待重检仓,2112000010,4000
1A,0,280-0512,TX LD side ClensR1.5 D1.8 T1.55,2000,9023,待重检仓,20C2200108,1000
1A,0,280-0550,TX Clens  R1.5 D1.8 T1.80,1000,9023,待重检仓,1792600048,1600
1A,0,280-0550,TX Clens  R1.5 D1.8 T1.80,1000,9023,待重检仓,2072800118,4000
1A,0,280-0550,TX Clens  R1.5 D1.8 T1.80,1000,9023,待重检仓,2080400249,4000
1A,0,280-0550,TX Clens  R1.5 D1.8 T1.80,1000,9023,待重检仓,2082600030,2000
1A,0,280-0550,TX Clens  R1.5 D1.8 T1.80,1000,9023,待重检仓,2091800152,2000
1A,0,280-0550,TX Clens  R1.5 D1.8 T1.80,1000,9023,待重检仓,2092400081,3000
1A,0,280-0550,TX Clens  R1.5 D1.8 T1.80,1000,9023,待重检仓,20A1700097,3000
1A,0,280-0550,TX Clens  R1.5 D1.8 T1.80,1000,9023,待重检仓,20A2500006,2000
1A,0,280-0550,TX Clens  R1.5 D1.8 T1.80,1000,9023,待重检仓,20A2500007,2000
1A,0,280-0550,TX Clens  R1.5 D1.8 T1.80,1000,9023,待重检仓,20B0400162,3600
1A,0,280-0550,TX Clens  R1.5 D1.8 T1.80,1000,9023,待重检仓,20B1200281,2000
1A,0,280-0550,TX Clens  R1.5 D1.8 T1.80,1000,9023,待重检仓,20B1700093,2400
1A,0,280-0655,1x4 25G PIN(150um thickness),1000,9023,待重检仓,1930800154,12727
1A,0,280-0655,1x4 25G PIN(150um thickness),1000,9023,待重检仓,1930800155,7464
1A,0,280-0655,1x4 25G PIN(150um thickness),1000,9023,待重检仓,1940300152,16333
1A,0,280-0655,1x4 25G PIN(150um thickness),1000,9023,待重检仓,20C2200153,2113
1A,0,280-0655,1x4 25G PIN(150um thickness),2000,9023,待重检仓,1930800154,7547
1A,0,280-0655,1x4 25G PIN(150um thickness),2000,9023,待重检仓,1940300152,49335
1A,0,280-0655,1x4 25G PIN(150um thickness),2000,9023,待重检仓,1950800285,2993
1A,0,280-0655,1x4 25G PIN(150um thickness),2000,9023,待重检仓,1970200144,6422
1A,0,280-0845-050,"50m OM3 Cable,MT Ferrule,LSZH",1000,9023,待重检仓,1953000329,50
1A,0,280-0999,Clens NSF11 AR R1.500 D1.8 T1.67,1000,9023,待重检仓,2082000060,2000
1A,0,280-0999,Clens NSF11 AR R1.500 D1.8 T1.67,1000,9023,待重检仓,2091200168,2000
1A,0,280-0999,Clens NSF11 AR R1.500 D1.8 T1.67,1000,9023,待重检仓,2091800162,3000
1A,0,280-0999,Clens NSF11 AR R1.500 D1.8 T1.67,1000,9023,待重检仓,20A2500010,4000
1A,0,280-0999,Clens NSF11 AR R1.500 D1.8 T1.67,1000,9023,待重检仓,20A2800260,2000
1A,0,280-0999,Clens NSF11 AR R1.500 D1.8 T1.67,1000,9023,待重检仓,20B0600071,3000
1A,0,280-0999,Clens NSF11 AR R1.500 D1.8 T1.67,1000,9023,待重检仓,20C2600063,3000
1A,0,280-0999,Clens NSF11 AR R1.500 D1.8 T1.67,1000,9023,待重检仓,2111100205,3000
1A,0,280-0999,Clens NSF11 AR R1.500 D1.8 T1.67,1000,9023,待重检仓,2112000014,2000
1A,0,280-0999,Clens NSF11 AR R1.500 D1.8 T1.67,2000,9023,待重检仓,2082000060,900
1A,0,283-0212-27-CD,"YJ-DFB,YJC-D1270-25-C-MH,1270nm",2000,9023,待重检仓,2210700287,1477
1A,0,283-0212-27-CD,"YJ-DFB,YJC-D1270-25-C-MH,1270nm",2000,9023,待重检仓,2212600078,487
1A,0,283-0212-27-CD,"YJ-DFB,YJC-D1270-25-C-MH,1270nm",2000,9023,待重检仓,2230100052,1489
1A,0,283-0212-27-CD,"YJ-DFB,YJC-D1270-25-C-MH,1270nm",2000,9023,待重检仓,2231900247,2904
1A,0,283-0212-27-CD,"YJ-DFB,YJC-D1270-25-C-MH,1270nm",2000,9023,待重检仓,2233000083,300
1A,0,283-0212-27-CD,"YJ-DFB,YJC-D1270-25-C-MH,1270nm",2000,9023,待重检仓,2381700352,2470
,0,283-0212-27-CD,"YJ-DFB,YJC-D1270-25-C-MH,1270nm",2000,9023,待重检仓,4901080242,485
,0,283-0212-27-CD,"YJ-DFB,YJC-D1270-25-C-MH,1270nm",2000,9023,待重检仓,4901124205,337
,0,283-0212-29-CD,"YJ-DFB,YJC-D1290-25-C-MH,1290nm",2000,9023,待重检仓,2105310011,350
1A,0,283-0212-29-CD,"YJ-DFB,YJC-D1290-25-C-MH,1290nm",2000,9023,待重检仓,2212600077,1114
1A,0,283-0212-29-CD,"YJ-DFB,YJC-D1290-25-C-MH,1290nm",2000,9023,待重检仓,2221900316,1946
1A,0,283-0212-29-CD,"YJ-DFB,YJC-D1290-25-C-MH,1290nm",2000,9023,待重检仓,2233000084,300
1A,0,283-0212-29-CD,"YJ-DFB,YJC-D1290-25-C-MH,1290nm",2000,9023,待重检仓,2381700353,2849
,0,283-0212-29-CD,"YJ-DFB,YJC-D1290-25-C-MH,1290nm",2000,9023,待重检仓,4901080243,1200
1A,0,283-0212-31-CD,"YJ-DFB,YJC-D1310-25-C-MH,1310nm",2000,9023,待重检仓,2212600078,318
1A,0,283-0212-31-CD,"YJ-DFB,YJC-D1310-25-C-MH,1310nm",2000,9023,待重检仓,2221900317,5162
1A,0,283-0212-31-CD,"YJ-DFB,YJC-D1310-25-C-MH,1310nm",2000,9023,待重检仓,2233000085,300
1A,0,283-0212-31-CD,"YJ-DFB,YJC-D1310-25-C-MH,1310nm",2000,9023,待重检仓,2381700354,1505
,0,283-0212-31-CD,"YJ-DFB,YJC-D1310-25-C-MH,1310nm",2000,9023,待重检仓,4901080244,1200
,0,283-0212-33-CD,"YJ-DFB,YJC-D1330-25-C-MH,1330nm",2000,9023,待重检仓,2105310013,227
1A,0,283-0212-33-CD,"YJ-DFB,YJC-D1330-25-C-MH,1330nm",2000,9023,待重检仓,2210700289,1474
1A,0,283-0212-33-CD,"YJ-DFB,YJC-D1330-25-C-MH,1330nm",2000,9023,待重检仓,2212600078,187
1A,0,283-0212-33-CD,"YJ-DFB,YJC-D1330-25-C-MH,1330nm",2000,9023,待重检仓,2212600079,1943
1A,0,283-0212-33-CD,"YJ-DFB,YJC-D1330-25-C-MH,1330nm",2000,9023,待重检仓,2221900318,1706
1A,0,283-0212-33-CD,"YJ-DFB,YJC-D1330-25-C-MH,1330nm",2000,9023,待重检仓,2381700355,2725
,0,283-0212-33-CD,"YJ-DFB,YJC-D1330-25-C-MH,1330nm",2000,9023,待重检仓,4901080247,1000
1B,0,300-0195,"Housing lid,for PSNT",1000,9023,待重检仓,20C1700375,3778
1B,0,300-0195,"Housing lid,for PSNT",1000,9023,待重检仓,20C2200093,2160
1B,0,300-0195,"Housing lid,for PSNT",1000,9023,待重检仓,20C2200094,542
1B,0,300-0195,"Housing lid,for PSNT",1000,9023,待重检仓,2110100089,2180
1A,0,300-0195,"Housing lid,for PSNT",2000,9023,待重检仓,2060600422,48
1A,0,300-0195,"Housing lid,for PSNT",2000,9023,待重检仓,2070700243,3187
1B,0,300-0195,"Housing lid,for PSNT",2000,9023,待重检仓,20C0300242,1490
1B,0,300-0195,"Housing lid,for PSNT",2000,9023,待重检仓,20C0600026,1163
1B,0,300-0195,"Housing lid,for PSNT",2000,9023,待重检仓,20C0600044,2687
1B,0,300-0195,"Housing lid,for PSNT",2000,9023,待重检仓,20C1700375,348
1A,0,302-0007,TSLG Nylok Screw M1.4x0.3x4.63,2000,9023,待重检仓,2012310019,588
1A,0,302-0008,"Nylok Flat head screw,SUS304,M1.7x8",1000,9023,待重检仓,2131100018,36000
1A,0,310-0167,"advanced thermal pad,4*4*1.0mm",1000,9023,待重检仓,1932800321,29066
1A,0,310-0241,protection cover,1000,9023,待重检仓,20C1000049,7995
1A,0,310-0241,protection cover,1000,9023,待重检仓,20C1000050,24000
1A,0,310-0241,protection cover,1000,9023,待重检仓,20C1000459,8000
1A,0,310-0241,protection cover,1000,9023,待重检仓,2122100070,1800
1A,0,310-0241,protection cover,1000,9023,待重检仓,2131100330,2083
1A,0,310-0241,protection cover,1000,9023,待重检仓,2131100331,5
1A,0,310-0300,"EMI Gasket,12*6.5*0.13mm",1000,9023,待重检仓,2031400007,64000
1A,0,310-0300,"EMI Gasket,12*6.5*0.13mm",1000,9023,待重检仓,2073000272,30000
1B,0,310-0369,"Thermal Pad,13.5*13.5*0.4mm",1000,9023,待重检仓,2161700376,1339
1A,0,310-0369,"Thermal Pad,13.5*13.5*0.4mm",1000,9023,待重检仓,2170711111,1611
1B,0,310-0369,"Thermal Pad,13.5*13.5*0.4mm",1000,9023,待重检仓,2171500065,2420
1A,0,310-0369,"Thermal Pad,13.5*13.5*0.4mm",1000,9023,待重检仓,2172211111,6000
1B,0,310-0369,"Thermal Pad,13.5*13.5*0.4mm",1000,9023,待重检仓,2181400101,2070
1A,0,310-0369,"Thermal Pad,13.5*13.5*0.4mm",1000,9023,待重检仓,B312011304,10870
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",1000,9023,待重检仓,2241700107,8500
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",1000,9023,待重检仓,2251900326,10500
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,9023,待重检仓,2242900107,9900
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,9023,待重检仓,2250800248,10528
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,9023,待重检仓,2252200088,6500
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,9023,待重检仓,2252700218,1850
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,9023,待重检仓,2260400305,10000
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,9023,待重检仓,2261400159,20000
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,9023,待重检仓,2262400251,20000
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,9023,待重检仓,2262500244,20000
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,9023,待重检仓,2263000289,9472
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,9023,待重检仓,2263000290,10528
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,9023,待重检仓,2270700366,15000
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,9023,待重检仓,2271400242,15000
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,9023,待重检仓,2272100198,15000
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,9023,待重检仓,2273000146,15000
1A,0,310-0370,"Thermal Pad,gray,6.0*6.0*0.5mm",2000,9023,待重检仓,2280400162,15000
,0,310-0505,"Pull tab,beige,for HT",1000,9023,待重检仓,R312212102,115
1A,0,310-0590,"pull tab+latch,YELLOW",1000,9023,待重检仓,2151900485,480
1A,0,310-0590,"pull tab+latch,YELLOW",1000,9023,待重检仓,2152400376,3920
1A,0,310-0590,"pull tab+latch,YELLOW",2000,9023,待重检仓,2151600016,1440
1A,0,310-0590,"pull tab+latch,YELLOW",2000,9023,待重检仓,2151600037,536
1A,0,310-0590,"pull tab+latch,YELLOW",2000,9023,待重检仓,2151600094,920
1A,0,310-0590,"pull tab+latch,YELLOW",2000,9023,待重检仓,2151600095,40
1A,0,310-0590,"pull tab+latch,YELLOW",2000,9023,待重检仓,2151800451,2400
1A,0,310-0590,"pull tab+latch,YELLOW",2000,9023,待重检仓,2151900485,2400
1A,0,310-0590,"pull tab+latch,YELLOW",2000,9023,待重检仓,2152000318,2880
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",1000,9023,待重检仓,2242900401,15500
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",1000,9023,待重检仓,2250800066,6420
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",1000,9023,待重检仓,2251400060,8000
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",1000,9023,待重检仓,2252500111,20000
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",1000,9023,待重检仓,2252800083,12000
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",1000,9023,待重检仓,2260100025,12000
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",1000,9023,待重检仓,2260100026,15500
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",1000,9023,待重检仓,2261100052,4000
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",1000,9023,待重检仓,2261500187,4000
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",1000,9023,待重检仓,2262100405,3500
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",1000,9023,待重检仓,2270100198,4000
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",1000,9023,待重检仓,2272000054,1414
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",1000,9023,待重检仓,2272300020,15500
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",1000,9023,待重检仓,2273000028,23580
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",1000,9023,待重检仓,2280600013,1998
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",2000,9023,待重检仓,2251300156,32000
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",2000,9023,待重检仓,2261100379,7000
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",2000,9023,待重检仓,2261100380,6000
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",2000,9023,待重检仓,2261900059,15000
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",2000,9023,待重检仓,2262400268,20000
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",2000,9023,待重检仓,2270200139,20000
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",2000,9023,待重检仓,2270700379,25000
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",2000,9023,待重检仓,2271400252,25000
1A,0,311-0183,"Thermal pad,13.5x13.5x0.4mm",2000,9023,待重检仓,2272100207,9000
1B,0,311-0357-CD,"top Protective film,20*15.05*0.19",2000,9023,待重检仓,2250900148,4500
1B,0,320-0367,Hermetic box for TOSA,1000,9023,待重检仓,2272600152,26
1B,0,320-0367,Hermetic box for TOSA,1000,9023,待重检仓,2273000104,85
1B,0,320-0367,Hermetic box for TOSA,1000,9023,待重检仓,2282100054,11
,0,321-0055,"Guide Pin MM,ZrO2,D0.698*6.5",2000,9023,待重检仓,2008290270,800
1A,0,330-0006,"Label,80×50mm,white,blank",5000,9023,Wait Recheck W/H,2072200251,4000
1A,0,330-0133,"Label,100*70*0.1mm,yellow,NOT TRUNKFUL",1000,9023,待重检仓,2031200089,6800
1A,0,330-0135,"Label 150x100mm,yellow,to prevent unpack",2000,9023,待重检仓,19C2500375,2500
1A,0,330-0135,"Label 150x100mm,yellow,to prevent unpack",2000,9023,待重检仓,2151000090,3500
2A,0,330-0142,Prevent the unpacking for Tray,2000,9023,待重检仓,2073100122,48000
2A,0,330-0142,Prevent the unpacking for Tray,2000,9023,待重检仓,2090100080,5500
2A,0,330-0142,Prevent the unpacking for Tray,2000,9023,待重检仓,2090400140,6000
1A,0,330-0266,"Label,26*10.5*0.1mm,white,Cisco",5000,9023,Wait Recheck W/H,2072100251,10000
1A,0,330-0307,"Label,100*70*0.1mm,white,For HT outerbox",1000,9023,待重检仓,2070800511,41000.000
,0,330-0307,"Label,100*70*0.1mm,white,For HT outerbox",1000,9023,待重检仓,210112004,1000.000
1A,0,330-0307,"Label,100*70*0.1mm,white,For HT outerbox",2000,9023,待重检仓,2072500334,32000.000
1A,0,341-0036,"Pressing,17.06x13mm",1000,9023,待重检仓,2021810111,33423
1A,0,341-0036,"Pressing,17.06x13mm",1000,9023,待重检仓,2080900091,1458
1A,0,341-0036,"Pressing,17.06x13mm",1000,9023,待重检仓,20A1900304,6000
1A,0,341-0036,"Pressing,17.06x13mm",1000,9023,待重检仓,20A2900199,10000
1A,0,341-0036,"Pressing,17.06x13mm",1000,9023,待重检仓,20A2900200,3500
1A,0,341-0036,"Pressing,17.06x13mm",1000,9023,待重检仓,20B0300197,500
1A,0,341-0036,"Pressing,17.06x13mm",1000,9023,待重检仓,20B1400340,16000
1A,0,341-0036,"Pressing,17.06x13mm",1000,9023,待重检仓,20B1400341,5500
1A,0,341-0036,"Pressing,17.06x13mm",1000,9023,待重检仓,20B2400192,16500
1A,0,341-0036,"Pressing,17.06x13mm",1000,9023,待重检仓,20C0600021,7999
1A,0,341-0036,"Pressing,17.06x13mm",2000,9023,待重检仓,2080900091,2500
1A,0,341-0036,"Pressing,17.06x13mm",2000,9023,待重检仓,2091300056,7000
1A,0,341-0036,"Pressing,17.06x13mm",2000,9023,待重检仓,2092700114,6500
1A,0,341-0036,"Pressing,17.06x13mm",2000,9023,待重检仓,20A2600084,10000
1B,0,504-1711,"PCBA BOM,100G QSFP28 AOC ET",1000,9023,待重检仓,20B1600439,390
1B,0,504-1711,"PCBA BOM,100G QSFP28 AOC ET",1000,9023,待重检仓,20B1700385,1091
1B,0,504-1711,"PCBA BOM,100G QSFP28 AOC ET",1000,9023,待重检仓,20B1800227,8
1B,0,504-1711,"PCBA BOM,100G QSFP28 AOC ET",1000,9023,待重检仓,20B2300306,7
1B,0,504-1711,"PCBA BOM,100G QSFP28 AOC ET",1000,9023,待重检仓,20B2400230,31
1B,0,504-1711,"PCBA BOM,100G QSFP28 AOC ET",1000,9023,待重检仓,20B2600145,7
1B,0,504-1711,"PCBA BOM,100G QSFP28 AOC ET",1000,9023,待重检仓,20C0100292,8
1B,0,504-1711,"PCBA BOM,100G QSFP28 AOC ET",1000,9023,待重检仓,20C1900055,7
1B,0,504-1711,"PCBA BOM,100G QSFP28 AOC ET",1000,9023,待重检仓,20C1900056,2384
1B,0,504-1711,"PCBA BOM,100G QSFP28 AOC ET",1000,9023,待重检仓,20C2100416,1567
1B,0,504-1711,"PCBA BOM,100G QSFP28 AOC ET",1000,9023,待重检仓,20C2200365,7
1B,0,504-1711,"PCBA BOM,100G QSFP28 AOC ET",1000,9023,待重检仓,20C2600216,28
1A,0,504-2129-CD,"PCBA BOM,100G QSFP28 gen3 AOC ET",1000,9023,待重检仓,2230400197,64
,,,,,9023,,,3944906
,,,,,,,,74000.000
1D,0,220-0072,MT Ferrule Connector /MM(OM3),2000,VM01,寄售原材料仓,2413100226,400
1D,0,220-0072,MT Ferrule Connector /MM(OM3),2000,VM01,寄售原材料仓,2411200057,2100
1D,0,220-0072,MT Ferrule Connector /MM(OM3),2000,VM01,寄售原材料仓,2411300307,3000
1D,0,220-0072,MT Ferrule Connector /MM(OM3),2000,VM01,寄售原材料仓,2411700363,3703
1A,0,220-0230-001,"Fiber,OM2,1m",1000,VM01,寄售原材料仓,2412100846,424
1A,0,220-0230-001,"Fiber,OM2,1m",1000,VM01,寄售原材料仓,2411500264,189
1A,0,220-0230-001,"Fiber,OM2,1m",1000,VM01,寄售原材料仓,2411900383,800
1A,0,220-0230-001,"Fiber,OM2,1m",1000,VM01,寄售原材料仓,2412200209,396
1A,0,220-0230-002,"Fiber,OM2,2m",1000,VM01,寄售原材料仓,23B0700375,8
1A,0,220-0230-002,"Fiber,OM2,2m",1000,VM01,寄售原材料仓,2412400123,360
1A,0,220-0230-002,"Fiber,OM2,2m",1000,VM01,寄售原材料仓,23B0300281,39
1A,0,220-0230-002,"Fiber,OM2,2m",1000,VM01,寄售原材料仓,2413000258,400
1A,0,220-0230-002,"Fiber,OM2,2m",1000,VM01,寄售原材料仓,2420100192,1000
1A,0,220-0230-003,"Fiber,OM2,3m",1000,VM01,寄售原材料仓,2412000229,180
1A,0,220-0230-003,"Fiber,OM2,3m",1000,VM01,寄售原材料仓,2412400264,400
1A,0,220-0230-003,"Fiber,OM2,3m",1000,VM01,寄售原材料仓,2413100281,440
1A,0,220-0230-003,"Fiber,OM2,3m",1000,VM01,寄售原材料仓,2410300419,750
1A,0,220-0230-003,"Fiber,OM2,3m",1000,VM01,寄售原材料仓,2410800241,556
1A,0,220-0230-003,"Fiber,OM2,3m",1000,VM01,寄售原材料仓,2411000530,400
1A,0,220-0230-003,"Fiber,OM2,3m",1000,VM01,寄售原材料仓,2420100193,1050
1A,0,220-0230-003,"Fiber,OM2,3m",1000,VM01,寄售原材料仓,2420100248,450
1A,0,220-0230-005,"Fiber,OM2,5m",1000,VM01,寄售原材料仓,23A2800357,50
1A,0,220-0230-005,"Fiber,OM2,5m",1000,VM01,寄售原材料仓,2413100282,330
1A,0,220-0230-005,"Fiber,OM2,5m",1000,VM01,寄售原材料仓,2411200462,500
1A,0,220-0230-005,"Fiber,OM2,5m",1000,VM01,寄售原材料仓,2411600314,500
1A,0,220-0230-005,"Fiber,OM2,5m",1000,VM01,寄售原材料仓,2411800334,320
1A,0,220-0230-010,"Fiber,OM2,10m",1000,VM01,寄售原材料仓,2413100283,140
1A,0,220-0230-010,"Fiber,OM2,10m",1000,VM01,寄售原材料仓,2411600316,146
1A,0,220-0230-010,"Fiber,OM2,10m",1000,VM01,寄售原材料仓,2412200210,560
1A,0,220-0230-010,"Fiber,OM2,10m",1000,VM01,寄售原材料仓,2412300227,396
1A,0,220-0230-015,"Fiber,OM2,15m",1000,VM01,寄售原材料仓,2413100284,260
1A,0,220-0230-015,"Fiber,OM2,15m",1000,VM01,寄售原材料仓,2321400222,120
1A,0,220-0230-015,"Fiber,OM2,15m",1000,VM01,寄售原材料仓,2322400170,172
1A,0,220-0230-015,"Fiber,OM2,15m",1000,VM01,寄售原材料仓,2420500311,700
1A,0,220-0230-020,"Fiber,OM2,20m",1000,VM01,寄售原材料仓,2412000230,48
1A,0,220-0230-020,"Fiber,OM2,20m",1000,VM01,寄售原材料仓,2413100285,120
1A,0,220-0230-020,"Fiber,OM2,20m",1000,VM01,寄售原材料仓,23A2700373,20
1A,0,220-0230-020,"Fiber,OM2,20m",1000,VM01,寄售原材料仓,2413000248,420
1A,0,220-0230-030,"Fiber,OM2,30m",1000,VM01,寄售原材料仓,2411600317,140
1B,0,280-0397,"TEC,KCMT022C00(4.1mm/4.8mm)*2.3mm*0.9mm",1000,VM01,寄售原材料仓,2411600085,4100
1B,0,280-0397,"TEC,KCMT022C00(4.1mm/4.8mm)*2.3mm*0.9mm",2000,VM01,寄售原材料仓,2411200063,7024
1B,0,280-0397,"TEC,KCMT022C00(4.1mm/4.8mm)*2.3mm*0.9mm",2000,VM01,寄售原材料仓,2411300300,5599
1B,0,280-0397,"TEC,KCMT022C00(4.1mm/4.8mm)*2.3mm*0.9mm",2000,VM01,寄售原材料仓,2412000311,7577
1B,0,280-0431,"recptacle side C-lens,R1.65*D1.8*T1.7",2000,VM01,寄售原材料仓,2411300480,50000
1B,0,280-0431,"recptacle side C-lens,R1.65*D1.8*T1.7",2000,VM01,寄售原材料仓,2420400439,8300
1B,0,280-0431,"recptacle side C-lens,R1.65*D1.8*T1.7",2000,VM01,寄售原材料仓,2420400440,29300
1B,0,280-0431,"recptacle side C-lens,R1.65*D1.8*T1.7",2000,VM01,寄售原材料仓,2411800465,4000
1B,0,280-0431,"recptacle side C-lens,R1.65*D1.8*T1.7",2000,VM01,寄售原材料仓,2411800476,16000
