Creation_Date,Sales_Channel,订单类型描述,CustomerCode,CustomerName,注释,Series,PN,Model,Description,物料组2描述,物料组3描述,物料短描述,DeliveryDate0,DeliveryQuantity,Revenue,UnmetQuantity,SONumber,CompanyCode,SystemSONumber,ItemId,CompanyName,IndustrialStandard,CustomerPN,Quantity,Currency,DeliveryDate,销售员姓名,拒绝原因描述,创建人,
3/1/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-4672,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"CWDM4 V2.0,for UNIS,Weld(Ocl+M37244)",,0,,60.000,111658827_1,1000,10039430,10,苏州旭创科技有限公司,TR-FC13T-N00,3406A075,60,CNY,3/1/24,高爽,,WANGZB,
3/1/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-4672,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"CWDM4 V2.0,for UNIS,Weld(Ocl+M37244)",,0,,80.000,111658827_1,1000,10039430,20,苏州旭创科技有限公司,TR-FC13T-N00,3406A075,80,CNY,3/1/24,高爽,,WANGZB,
3/1/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-4672,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"CWDM4 V2.0,for UNIS,Weld(Ocl+M37244)",,0,,40.000,111658827_1,1000,10039430,30,苏州旭创科技有限公司,TR-FC13T-N00,3406A075,40,CNY,3/1/24,高爽,,WANGZB,
3/1/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-4672,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"CWDM4 V2.0,for UNIS,Weld(Ocl+M37244)",,0,,80.000,111658827_1,1000,10039430,40,苏州旭创科技有限公司,TR-FC13T-N00,3406A075,80,CNY,3/1/24,高爽,,WANGZB,
3/1/24,国内-直销,标准销售订单,100217,新华三信息技术有限公司,,100G,500-4672,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"CWDM4 V2.0,for UNIS,Weld(Ocl+M37244)",,0,,150.000,111658827_1,1000,10039430,50,苏州旭创科技有限公司,TR-FC13T-N00,3406A075,150,CNY,3/1/24,高爽,,WANGZB,
3/1/24,国内-直销,标准销售订单,100042,深圳市中兴康讯电子有限公司,,100G,500-4611,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",,0,,2537.000,2403POSC00002451,1000,10039433,10,苏州旭创科技有限公司,TR-FC13T-N00,033030600035,2537,CNY,4/8/24,符春凯,客户取消订单,YANGLH,
3/2/24,国外-直销,标准销售订单,200191,Jabil-Coriant,Jabil-Coriant,100G,500-4188,100G QSFP28 SR4 Gen2.0,100G QSFP28 SR4 Gen2.0,100G QSFP28 SR4,,"QSFP28 SR4 16GFC Macom Driver,Coriant",,0,,8.000,3014035527,1000,10039453,10,苏州旭创科技有限公司,TR-FA85S-NCT,ZXS-QPFCZZMR-00,8,USD,4/15/24,莫兆熊,,HURN,
3/4/24,国外-直销,标准销售订单,200540,GLORYBIRD JAPAN G.K.,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,16.000,TSPO240301801000053,1000,10039459,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,16,USD,4/10/24,符春凯,,SUNYJ,
3/4/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,16.000,TSPO240301801000054,1000,10039460,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,16,USD,4/10/24,符春凯,,SUNYJ,
3/4/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,16.000,TSPO240301801000055,1000,10039461,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,16,USD,4/10/24,符春凯,,SUNYJ,
3/4/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,24.000,TSPO240301801000056,1000,10039462,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,24,USD,4/10/24,符春凯,,SUNYJ,
3/4/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,32.000,TSPO240301801000057,1000,10039463,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,32,USD,4/10/24,符春凯,,SUNYJ,
3/4/24,国外-直销,标准销售订单,200452,Tencent Cloud LLC,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,1.000,TSPO240301801000058,1000,10039464,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,1,USD,4/10/24,符春凯,,SUNYJ,
3/4/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,56.000,TSPO240301801000059,1000,10039465,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,56,USD,4/10/24,符春凯,,SUNYJ,
3/4/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,8.000,TSPO240301801000060,1000,10039466,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,8,USD,4/10/24,符春凯,,SUNYJ,
3/4/24,国外-直销,标准销售订单,200535,ORIENTAL POWER HOLDINGS LIMITED,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,64.000,TSPO240301801000061,1000,10039467,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,64,USD,4/10/24,符春凯,,SUNYJ,
3/4/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,224.000,TSPO240301801000062,1000,10039468,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,224,USD,4/10/24,符春凯,,SUNYJ,
3/4/24,国外-直销,标准销售订单,200540,GLORYBIRD JAPAN G.K.,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,32.000,TSPO240301801000063,1000,10039469,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,32,USD,4/10/24,符春凯,,SUNYJ,
3/4/24,国外-直销,标准销售订单,200535,ORIENTAL POWER HOLDINGS LIMITED,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,42.000,TSPO240301801000064,1000,10039470,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,42,USD,4/10/24,符春凯,,SUNYJ,
3/4/24,国外-直销,标准销售订单,200452,Tencent Cloud LLC,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,16.000,TSPO240301801000065,1000,10039471,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,16,USD,4/10/24,符春凯,,SUNYJ,
3/4/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,128.000,TSPO240301801000067,1000,10039473,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,128,USD,4/10/24,符春凯,,SUNYJ,
3/4/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,16.000,TSPO240301801000068,1000,10039474,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,16,USD,4/10/24,符春凯,,SUNYJ,
3/5/24,国外-直销,标准销售订单,200026,FlexOptix GmbH,FlexOptix GmbH,100G,500-4042,100G QSFP28 CWDM4 BiDi Gen1.0,100G QSFP28 CWDM4 BiDi Gen1.0,100G QSFP28 CWDM4 Bidi,,"100G CWDM4 BiDi,Std(Ocl+GCS PD+GN2110B)",,30.000,,30.000,100-BA2407190,1000,10039488,40,苏州旭创科技有限公司,TR-BC13T-N00,TR-BC13T-N00,30,USD,3/5/24,吴盛,,WANGMH,
3/5/24,国外-直销,标准销售订单,200465,LAUDREN Electronique,LAUDREN Electronique,100G,500-5359,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,"100G SR4 G3(2108S/09S,Sony Vcsel )Std",,20.000,,20.000,CF/24/03/0011,1000,10039490,10,苏州旭创科技有限公司,TR-FC85S-N00,TR-FC85S-N00,20,USD,3/5/24,吴盛,,WANGMH,
3/5/24,国外-直销,标准销售订单,200465,LAUDREN Electronique,LAUDREN Electronique,100G,500-4562,40G QSFP+ LR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ LR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ LR4,,"40G QSFP+LR4 V3,CWDM4 S Platform_Ocl,Std",,0,,8.000,CF/24/03/0011,1000,10039490,30,苏州旭创科技有限公司,TR-QQ13L-N00,TR-QQ13L-N00,8,USD,3/5/24,吴盛,,WANGMH,
3/5/24,国外-直销,标准销售订单,200071,Juniper Networks,Juniper Networks,100G,500-5423,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,40G QSFP+ IR4 V3.0(100G Mit DFB)Juniper,,0,,2.000,500176383,1000,10039492,70,苏州旭创科技有限公司,TR-QQ13T-NJ4,740-056707,2,USD,3/5/24,莫兆熊,,WANGMH,
3/5/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,8.000,TSPO240304801000054,1000,10039502,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,8,USD,4/10/24,符春凯,,SUNYJ,
3/5/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,16.000,TSPO240304801000055,1000,10039503,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,16,USD,4/10/24,符春凯,,SUNYJ,
3/5/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,8.000,TSPO240304801000056,1000,10039504,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,8,USD,4/10/24,符春凯,,SUNYJ,
3/5/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,8.000,TSPO240304801000056,1000,10039504,20,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,8,USD,4/10/24,符春凯,,SUNYJ,
3/5/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,32.000,TSPO240304801000057,1000,10039505,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,32,USD,4/10/24,符春凯,,SUNYJ,
3/5/24,国外-直销,标准销售订单,200540,GLORYBIRD JAPAN G.K.,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,32.000,TSPO240304801000058,1000,10039506,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,32,USD,4/10/24,符春凯,,SUNYJ,
3/5/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,16.000,TSPO240304801000059,1000,10039507,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,16,USD,4/10/24,符春凯,,SUNYJ,
3/5/24,国外-直销,标准销售订单,200550,Tencent (Thailand) Company Limited,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,2.000,TSPO240304801000060,1000,10039508,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,2,USD,4/10/24,符春凯,,SUNYJ,
3/5/24,国外-直销,标准销售订单,200540,GLORYBIRD JAPAN G.K.,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,8.000,TSPO240304801000061,1000,10039509,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,8,USD,4/10/24,符春凯,,SUNYJ,
3/6/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,16.000,TSPO240305801000031,1000,10039513,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,16,USD,4/10/24,符春凯,,SUNYJ,
3/6/24,国内-直销,标准销售订单,100408,阿里云计算（张北）有限公司,,100G,500-4957,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,100G CWDM4 Gen3 for Alibaba,,435.000,,435.000,PO22609819,1000,10039515,10,苏州旭创科技有限公司,TR-FC13T-N00,AB-QT0613C4nL,435,CNY,3/15/24,高爽,,SUNYJ,
3/13/24,国内-直销,标准销售订单,100408,阿里云计算（张北）有限公司,,100G,500-6417,100G QSFP28 CWDM4 Gen3.1,100G QSFP28 CWDM4 Gen3.1,100G QSFP28 CWDM4,,"100G CWDM4 COP Gen3.1,Mit+Sif,Alibaba",,175.000,,175.000,PO22609819,1000,10039515,20,苏州旭创科技有限公司,TR-FC13T-N00,AB-QT0613C4nL,175,CNY,3/15/24,高爽,,SUNYJ,
3/6/24,国外-渠道,标准销售订单,200613,GREEN ENERGY GLOBAL INVESTMENT LIMITED,,100G,500-4957,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,100G CWDM4 Gen3 for Alibaba,,420.000,,420.000,INC20240305001,1000,10039520,10,苏州旭创科技有限公司,TR-FC13T-N00,AB-QT0613C4nL,420,USD,3/15/24,高爽,,SUNYJ,
3/6/24,国外-直销,标准销售订单,200275,Do Networks Limited,Do Networks Limited,100G,500-4042,100G QSFP28 CWDM4 BiDi Gen1.0,100G QSFP28 CWDM4 BiDi Gen1.0,100G QSFP28 CWDM4 Bidi,,"100G CWDM4 BiDi,Std(Ocl+GCS PD+GN2110B)",3/15/24,10.000,,0,PO#20240304,1000,10039523,30,苏州旭创科技有限公司,TR-BC13T-N00,TR-BC13T-N00,10,USD,3/6/24,吴盛,,HURN,
3/7/24,国外-渠道,标准销售订单,200114,HYVE USA-AWS,HYVE USA-AWS,100G,500-4890,40G QSFP+ IR4 Gen3.0(100G QSFP28 CWDM4 Gen2.0 platform),40G QSFP+ IR4 Gen3(100G Q28 CWDM4 G2平台),40G QSFP+ IR4,,"QSFP+ IR4/LR4 V3.0(100G_Mit Gen3),AWS",,0,,1500.000,222859,1000,10039543,10,苏州旭创科技有限公司,TR-QQ13T-NAM,TR-QQ13T-NAM,1500,USD,3/8/24,莫兆熊,,WANGS,
3/8/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,4.000,TSPO240307801000016,1000,10039546,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,4,USD,4/20/24,符春凯,,SUNYJ,
3/8/24,国外-直销,标准销售订单,200550,Tencent (Thailand) Company Limited,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,2.000,TSPO240307801000017,1000,10039547,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,2,USD,4/20/24,符春凯,,SUNYJ,
3/8/24,国外-直销,标准销售订单,200550,Tencent (Thailand) Company Limited,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,2.000,TSPO240307801000018,1000,10039548,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,2,USD,4/20/24,符春凯,,SUNYJ,
3/8/24,国外-直销,标准销售订单,200550,Tencent (Thailand) Company Limited,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,4.000,TSPO240307801000019,1000,10039549,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,4,USD,4/20/24,符春凯,,SUNYJ,
3/8/24,国外-直销,标准销售订单,200550,Tencent (Thailand) Company Limited,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,2.000,TSPO240307801000021,1000,10039551,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,2,USD,4/20/24,符春凯,,SUNYJ,
3/8/24,国外-直销,标准销售订单,200568,Kite Bird Korea Yuhan Hoesa,,100G,500-5595,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3,Tencent(SEI,Sif)",,0,,4.000,TSPO240307801000033,1000,10039552,10,苏州旭创科技有限公司,TR-FC13T-NTC,795250EBKK3223,4,USD,4/20/24,符春凯,,SUNYJ,
3/8/24,国外-直销,标准销售订单,200109,Precision Optical Transceivers,Precision Optical Transceivers,100G,500-7207-001,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,"100G AOC Gen3,1m,Sony Vcsel,Standard",,0,,8.000,PO202400344,1000,10039557,10,苏州旭创科技有限公司,TF-FC001-N00,TF-FC001-N00,8,USD,3/8/24,莫兆熊,,WANGMH,
3/8/24,国外-直销,标准销售订单,200065,Cisco Systems,Cisco Systems,100G,500-5391-010,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC Gen3.0,100G QSFP28 AOC,,Q28 AOC G3 10m Sony Vcsel Cisco,,0,,675.000,2020428761,1000,10039573,10,苏州旭创科技有限公司,TF-FC010-NC4,10-3177-04,675,USD,6/14/24,莫兆熊,,HURN,
3/11/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-6035,100G QSFP28 CLR4 non-FEC Gen1.0,100G QSFP28 CLR4 non-FEC Gen1.0,100G QSFP28 CLR4,,"100G QSFP28 CLR4,HT(GN2105B+GN2110S)",,0,,210.000,HWHG2773528-29,1000,10039591,1,苏州旭创科技有限公司,TR-FC13V-N00,34061300,210,CNY,4/1/24,严冰艾,,BIZLINK,
3/11/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-6035,100G QSFP28 CLR4 non-FEC Gen1.0,100G QSFP28 CLR4 non-FEC Gen1.0,100G QSFP28 CLR4,,"100G QSFP28 CLR4,HT(GN2105B+GN2110S)",,0,,120.000,HWHG2773528-29,1000,10039591,2,苏州旭创科技有限公司,TR-FC13V-N00,34061300,120,CNY,4/1/24,严冰艾,,BIZLINK,
3/12/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-7041,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",,0,,1117.000,HWHG2889462-1,1000,10039600,1,苏州旭创科技有限公司,TR-FC13T-N00,34061299-006,1117,CNY,6/10/24,严冰艾,,BIZLINK,
3/12/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-7041,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",,0,,1119.000,HWHG2889462-1,1000,10039600,2,苏州旭创科技有限公司,TR-FC13T-N00,34061299-006,1119,CNY,6/15/24,严冰艾,,BIZLINK,
3/12/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-7041,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",,0,,1084.000,HWHG2889462-1,1000,10039600,3,苏州旭创科技有限公司,TR-FC13T-N00,34061299-006,1084,CNY,6/29/24,严冰艾,,BIZLINK,
3/12/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-7041,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",,0,,1083.000,HWHG2889462-1,1000,10039600,4,苏州旭创科技有限公司,TR-FC13T-N00,34061299-006,1083,CNY,7/13/24,严冰艾,,BIZLINK,
3/12/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-7041,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",,0,,766.000,HWHG2889462-1,1000,10039600,5,苏州旭创科技有限公司,TR-FC13T-N00,34061299-006,766,CNY,7/27/24,严冰艾,,BIZLINK,
3/12/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-7041,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",,0,,690.000,HWHG2889462-1,1000,10039600,6,苏州旭创科技有限公司,TR-FC13T-N00,34061299-006,690,CNY,8/24/24,严冰艾,,BIZLINK,
3/12/24,国内-直销,标准销售订单,100023,华为技术有限公司,,100G,500-7041,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4 Gen3.0,100G QSFP28 CWDM4,,"100G QSFP28 CWDM4 Gen3 1310nm,2Km HT",,0,,673.000,HWHG2889462-1,1000,10039600,7,苏州旭创科技有限公司,TR-FC13T-N00,34061299-006,673,CNY,8/10/24,严冰艾,,BIZLINK,
3/12/24,国外-直销,标准销售订单,200275,Do Networks Limited,Do Networks Limited,40G,500-5275,40G QSFP+ SR4 Gen3.0,40G QSFP+ SR4 Gen3.0,40G QSFP+ SR4,,QSFP+SR4 G3 40G 100m Std,,0,,160.000,PO#20240308,1000,10039603,20,苏州旭创科技有限公司,TR-QQ85S-N00,TR-QQ85S-N00,160,USD,3/12/24,吴盛,,HURN,
3/12/24,国外-直销,标准销售订单,200610,"PANOPTICS CO., LTD","PANOPTICS CO., LTD-SB Systems",100G,500-5601,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4 Gen3.0,100G QSFP28 SR4,,"100G Q28 SR4 G3 Sony Vcsel,SB System",,0,,10.000,PSYINN240312-01,1000,10039605,40,苏州旭创科技有限公司,TR-FC85S-N00,TR-FC85S-N00,10,USD,3/12/24,吴盛,,WANGMH,
3/12/24,国内-直销,标准销售订单,100042,深圳市中兴康讯电子有限公司,,100G,500-4611,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4 Gen2.0,100G QSFP28 CWDM4,,"100G CWDM4,0-70C,for ZTE,Weld+Ocl M37244",,0,,102.000,2403POSC00023589,1000,10039614,10,苏州旭创科技有限公司,TR-FC13T-N00,033030600035,102,CNY,6/3/24,符春凯,,YANGLH,
